uuid,parent,level,identifier,name,size
02-14e96c12cb011a1c738131926ffcd07d,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\notification_cb_flag.lto_priv.0,notification_cb_flag.lto_priv.0,1
02-14f14bae508c48a90a4c4e196672872f,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\k_work_submit,k_work_submit,12
02-151215f7c610032d3f44a066730e09f1,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_184,__isr_table_entry__isr_wrapper_irq_184,4
02-151d1a2720cc2ad45e71f0bb7e1999fe,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_562,__isr_table_entry_z_irq_spurious_irq_562,8
02-15471298a00f9cb185b03dcaadafd432,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\mpsl_ecb_block_encrypt_extended,mpsl_ecb_block_encrypt_extended,142
02-155fb2fa6251336b7468ce9c5b3aad71,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_gatt_store_cf,bt_gatt_store_cf,84
02-1563d57a2fbbd7ccc9f840c4ef99a6b2,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__device_dts_ord_10,__device_dts_ord_10,20
02-15a8be0d3db8dcbeb6b8d802bb4e0dce,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\hids_boot_kb_inp_rep_ccc_changed,hids_boot_kb_inp_rep_ccc_changed,4
02-15dd1f0bbdc92b0e5e434d3acdad3959,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__init_uart_console_init,__init_uart_console_init,8
02-161cfd5335f0121c6d03f4c87e5b7eb0,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry_z_irq_spurious_irq_635,__isr_table_entry_z_irq_spurious_irq_635,8
02-1625d76be5b128c0bdac61cfa930b20c,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\bt_rand,bt_rand,40
02-16604d3a6772701ce3665584477df6a3,01-665b1ea1222d25c5af30f0aec9f1f04e,2,:\__isr_table_entry__isr_wrapper_irq_520,__isr_table_entry__isr_wrapper_irq_520,4
